# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=554
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	2.3320988884532747;	0.9277670891545888;
-2212;	0.938;	-1;	5.865880012026158;	0.9874548304094156;
-2212;	0.938;	-1;	3.395024079111222;	0.9638876184625624;
-2212;	0.938;	-1;	1.523597338578996;	0.851558103827264;
-2212;	0.938;	-1;	2.0803819453314336;	0.9116214804360901;
-2212;	0.938;	-1;	4.652372491413521;	0.9802745567049425;
-2212;	0.938;	-1;	1.7021384443558052;	0.8758193389241674;
-2212;	0.938;	-1;	1.3593985476765083;	0.8230758695537932;
-2212;	0.938;	-1;	6.02618143302722;	0.9881016716883869;
-2212;	0.938;	-1;	1.5546461837051542;	0.8562238526739214;
-2212;	0.938;	-1;	1.6405300183833882;	0.8681167672158806;
-2212;	0.938;	-1;	2.390592105297765;	0.930905298491707;
-2212;	0.938;	-1;	1.0066847839919904;	0.7316250635307486;
-2212;	0.938;	-1;	3.384295647254388;	0.9636706441704164;
-2212;	0.938;	-1;	0.9863189636795999;	0.7246335779283618;
-2212;	0.938;	-1;	2.5155144916263157;	0.9369787969591091;
-2212;	0.938;	-1;	3.7943688918486824;	0.9707767909359653;
-2212;	0.938;	-1;	0.3707167844489057;	0.36755562852076296;
-2212;	0.938;	-1;	2.5169182757475457;	0.9370425786084094;
-2212;	0.938;	-1;	2.4809996219429378;	0.9353806414096056;
-2212;	0.938;	-1;	0.9875915234883296;	0.7250771312514666;
-2212;	0.938;	-1;	0.6935558846821575;	0.5945304951331815;
-2212;	0.938;	-1;	2.4245828405480396;	0.9326390696205402;
-2212;	0.938;	-1;	6.4659496626388915;	0.9896409097720964;
-2212;	0.938;	-1;	0.7544785418061934;	0.6267587865181065;
-2212;	0.938;	-1;	2.6843375721723226;	0.9440247090932338;
-2212;	0.938;	-1;	4.381945703479448;	0.9778475786991409;
-2212;	0.938;	-1;	3.4967717839843364;	0.9658537784946567;
-2212;	0.938;	-1;	4.297421146257951;	0.976997725626923;
-2212;	0.938;	-1;	1.9347521447048457;	0.8998253619836504;
-2212;	0.938;	-1;	5.5371874448405665;	0.9859534083999597;
-2212;	0.938;	-1;	3.4259685493964827;	0.9645028643447089;
-2212;	0.938;	-1;	2.036294349506721;	0.9082693982122454;
-2212;	0.938;	-1;	5.7887516209156;	0.9871247754572633;
-2212;	0.938;	-1;	2.1040294028660815;	0.9133476384188676;
-2212;	0.938;	-1;	1.3321557176929428;	0.8176454620163924;
-2212;	0.938;	-1;	1.2974197374377345;	0.8103901786781319;
-2212;	0.938;	-1;	2.520863414340412;	0.9372213272131045;
-2212;	0.938;	-1;	0.5404990174008182;	0.4992685593378287;
-2212;	0.938;	-1;	1.5357343342088825;	0.8534065037329989;
-2212;	0.938;	-1;	7.558376676028567;	0.9923873254882872;
-2212;	0.938;	-1;	2.875410330459463;	0.9506941467643274;
-2212;	0.938;	-1;	5.094882433930738;	0.9834714445368022;
-2212;	0.938;	-1;	2.4476719407022585;	0.9337810802267288;
-2212;	0.938;	-1;	2.6932321868671276;	0.9443635929729715;
-2212;	0.938;	-1;	4.586953181819169;	0.9797250130309713;
-2212;	0.938;	-1;	1.098344242407179;	0.7604314726566361;
-2212;	0.938;	-1;	5.049957311272755;	0.9831834655015835;
-2212;	0.938;	-1;	1.2390511586500372;	0.7973012019901813;
-2212;	0.938;	-1;	2.032910753507148;	0.9080046700361856;
-2212;	0.938;	-1;	1.0422692800836066;	0.7433091646159106;
-2212;	0.938;	-1;	2.173828179070738;	0.9181697013044818;
-2212;	0.938;	-1;	4.3412866341849625;	0.9774446903824833;
-2212;	0.938;	-1;	0.4710999480672865;	0.4488133632585365;
-2212;	0.938;	-1;	9.620294280608157;	0.9952802841426963;
-2212;	0.938;	-1;	5.931183769668581;	0.9877245225421852;
