# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=31692
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	11.8320425857635;	0.9968723723766261;
-2212;	0.938;	-1;	1.1496288463469417;	0.7748171879635722;
-2212;	0.938;	-1;	9.628107003133273;	0.995287886624582;
-2212;	0.938;	-1;	7.0214743991755215;	0.9911945179080394;
-2212;	0.938;	-1;	6.236325441337711;	0.988876928862696;
-2212;	0.938;	-1;	5.177920799545702;	0.9839847660693045;
-2212;	0.938;	-1;	20.617262112380804;	0.9989666673913389;
-2212;	0.938;	-1;	6.722768801796474;	0.99040612054351;
-2212;	0.938;	-1;	12.217814067781683;	0.997065906236514;
-2212;	0.938;	-1;	10.581104316213933;	0.9960937218733986;
-2212;	0.938;	-1;	4.4228568977983;	0.9782422850266885;
-2212;	0.938;	-1;	7.805943370162828;	0.9928574636954173;
-2212;	0.938;	-1;	0.8776005486267656;	0.6832055680183855;
-2212;	0.938;	-1;	18.978297723678168;	0.9987808240614475;
-2212;	0.938;	-1;	7.745171813049081;	0.9927461592889031;
-2212;	0.938;	-1;	9.37658590685485;	0.995033602434347;
-2212;	0.938;	-1;	10.354827017666494;	0.9959221880855326;
-2212;	0.938;	-1;	10.88478855210184;	0.9963074616137727;
-2212;	0.938;	-1;	1.475072270738624;	0.8438382481950991;
-2212;	0.938;	-1;	22.065353334821538;	0.9990976691972504;
-2212;	0.938;	-1;	3.5786825575891754;	0.9673241093716314;
-2212;	0.938;	-1;	6.052401404090595;	0.9882027261611315;
-2212;	0.938;	-1;	11.34814900633501;	0.9966013441063823;
-2212;	0.938;	-1;	22.214640466541542;	0.9991097400225457;
-2212;	0.938;	-1;	12.584274005306543;	0.9972336043702202;
-2212;	0.938;	-1;	8.265325252393216;	0.9936219877072907;
-2212;	0.938;	-1;	12.504158577301753;	0.9971981909665133;
-2212;	0.938;	-1;	15.748906705141058;	0.998231026663787;
-2212;	0.938;	-1;	5.395074979821503;	0.9852201973525521;
-2212;	0.938;	-1;	3.058647263676542;	0.9560529080381691;
-2212;	0.938;	-1;	1.1567978434233874;	0.7767374184985569;
-2212;	0.938;	-1;	2.444515002719558;	0.933626597342139;
-2212;	0.938;	-1;	8.820570941163673;	0.9943931651215796;
-2212;	0.938;	-1;	5.726707979582685;	0.9868497904709095;
-2212;	0.938;	-1;	11.620036247719108;	0.996757764296484;
-2212;	0.938;	-1;	3.2918755204153207;	0.9617194001229129;
-2212;	0.938;	-1;	2.852686243434423;	0.94996370348221;
-2212;	0.938;	-1;	25.11207386782366;	0.9993031226309937;
-2212;	0.938;	-1;	6.267229739200247;	0.9889845547973053;
-2212;	0.938;	-1;	1.5283211911865908;	0.8522813249864939;
-2212;	0.938;	-1;	2.5827158124559504;	0.9399300296008694;
-2212;	0.938;	-1;	7.943224802584716;	0.9930996893994097;
-2212;	0.938;	-1;	7.292845092648341;	0.991829779723516;
-2212;	0.938;	-1;	5.986982661752496;	0.9879481715293387;
-2212;	0.938;	-1;	4.209894789389516;	0.9760657433309088;
-2212;	0.938;	-1;	9.653303293675242;	0.9953122804261806;
-2212;	0.938;	-1;	7.290228520170887;	0.9918239855848785;
-2212;	0.938;	-1;	3.0516899299707694;	0.9558653817829063;
-2212;	0.938;	-1;	4.0113502557594;	0.9737326856692365;
-2212;	0.938;	-1;	10.665304548917533;	0.9961548029308386;
-2212;	0.938;	-1;	12.519178589086728;	0.9972048817870912;
-2212;	0.938;	-1;	9.653028636626265;	0.9953120155365109;
-2212;	0.938;	-1;	10.931489169036256;	0.9963387714590507;
-2212;	0.938;	-1;	1.8955289811785416;	0.896266349204936;
-2212;	0.938;	-1;	2.0934846690186197;	0.9125839369198836;
-2212;	0.938;	-1;	11.409774391173386;	0.9966377735049292;
-2212;	0.938;	-1;	15.222734410849649;	0.9981069774695671;
-2212;	0.938;	-1;	28.438890429577047;	0.999456504169121;
-2212;	0.938;	-1;	4.680747905863976;	0.9805060627411227;
-2212;	0.938;	-1;	0.768286552313419;	0.6336487430029057;
-2212;	0.938;	-1;	9.091866158999538;	0.9947201755598807;
-2212;	0.938;	-1;	12.828274128658304;	0.9973374240478514;
-2212;	0.938;	-1;	1.1606378855978294;	0.7777571555944505;
-2212;	0.938;	-1;	21.085364343523327;	0.9990119715563918;
-2212;	0.938;	-1;	10.077150867710426;	0.9956958323017905;
-2212;	0.938;	-1;	12.080549094407134;	0.996999151814546;
-2212;	0.938;	-1;	0.9852129729809692;	0.7242473497105542;
-2212;	0.938;	-1;	2.047575904997175;	0.909144234167339;
-2212;	0.938;	-1;	8.39254941755108;	0.9938121154045975;
-2212;	0.938;	-1;	5.278829952553767;	0.9845772465981385;
-2212;	0.938;	-1;	14.100055696471308;	0.997794558933137;
-2212;	0.938;	-1;	7.484874771447081;	0.9922388222296942;
-2212;	0.938;	-1;	6.610195372162006;	0.9900814523819716;
-2212;	0.938;	-1;	3.635279274191187;	0.9682861255421028;
-2212;	0.938;	-1;	3.815617926722879;	0.9710874303099152;
-2212;	0.938;	-1;	3.1744574146168665;	0.9590101448425246;
-2212;	0.938;	-1;	14.792089627969268;	0.9979954851952492;
-2212;	0.938;	-1;	3.1117484912894233;	0.9574464498737109;
-2212;	0.938;	-1;	14.194240661038405;	0.9978236347918424;
-2212;	0.938;	-1;	17.199549533056526;	0.9985162043554405;
-2212;	0.938;	-1;	3.7649525821805514;	0.9703385503903738;
-2212;	0.938;	-1;	16.459288528414103;	0.9983800661763113;
-2212;	0.938;	-1;	6.9544981370647445;	0.9910263835141372;
-2212;	0.938;	-1;	10.223445538199194;	0.9958173676093317;
-2212;	0.938;	-1;	2.011541155202878;	0.9063072771485133;
-2212;	0.938;	-1;	8.559748726074497;	0.994049360501712;
-2212;	0.938;	-1;	11.925108313779837;	0.9969207746781421;
-2212;	0.938;	-1;	2.188106675825701;	0.91910852599846;
-2212;	0.938;	-1;	3.1483210141796216;	0.9583688375247341;
-2212;	0.938;	-1;	14.807054163885434;	0.9979995226722226;
-2212;	0.938;	-1;	3.1379928402845345;	0.9581113498954997;
-2212;	0.938;	-1;	0.5477189481413366;	0.5042503391615175;
-2212;	0.938;	-1;	5.138210101001709;	0.9837422893210431;
-2212;	0.938;	-1;	5.37912532036808;	0.9851343677678288;
-2212;	0.938;	-1;	8.457760201782222;	0.9939062998174376;
-2212;	0.938;	-1;	3.80418718051833;	0.9709209342711294;
-2212;	0.938;	-1;	5.718603409029953;	0.9868132249058251;
-2212;	0.938;	-1;	4.676501617742691;	0.9804716761857721;
-2212;	0.938;	-1;	6.440300786854291;	0.9895595243711625;
-2212;	0.938;	-1;	2.380614290367982;	0.9303841014380883;
-2212;	0.938;	-1;	7.88707582297755;	0.9930021240718256;
-2212;	0.938;	-1;	6.845268184252535;	0.9907417112694438;
-2212;	0.938;	-1;	20.127712246743837;	0.9989158730049412;
-2212;	0.938;	-1;	5.42405246747531;	0.9853742565709398;
-2212;	0.938;	-1;	0.9470975775927208;	0.7105110406519808;
-2212;	0.938;	-1;	4.588644951004163;	0.9797395092878838;
-2212;	0.938;	-1;	13.68074985219688;	0.9976577784742391;
-2212;	0.938;	-1;	18.033301692585887;	0.9986499650183298;
-2212;	0.938;	-1;	7.910716785131041;	0.9930434527177888;
-2212;	0.938;	-1;	21.0492742812944;	0.9990085856419378;
-2212;	0.938;	-1;	3.782895283605351;	0.9706070038742162;
-2212;	0.938;	-1;	5.629295308989928;	0.9864000575259751;
-2212;	0.938;	-1;	7.942451476288791;	0.9930983594994125;
-2212;	0.938;	-1;	14.63334074294028;	0.9979518918264474;
-2212;	0.938;	-1;	6.738886535170629;	0.9904513035515236;
-2212;	0.938;	-1;	19.39287996674099;	0.9988323038245893;
-2212;	0.938;	-1;	4.3148693964685645;	0.9771770731247065;
-2212;	0.938;	-1;	7.8832660090361655;	0.9929954295077824;
-2212;	0.938;	-1;	1.9323754400701976;	0.8996146797834493;
-2212;	0.938;	-1;	0.9435413526311394;	0.7091862152108115;
-2212;	0.938;	-1;	0.7885680364375416;	0.6435020846157335;
-2212;	0.938;	-1;	12.920104864003001;	0.9973749901365427;
-2212;	0.938;	-1;	2.9344334304236654;	0.9525200855460225;
-2212;	0.938;	-1;	19.335404237525008;	0.9988253636481851;
-2212;	0.938;	-1;	3.2642124249755864;	0.9611053460396107;
-2212;	0.938;	-1;	4.557519563033822;	0.9794703209009249;
-2212;	0.938;	-1;	3.2055039534352474;	0.959753248556258;
-2212;	0.938;	-1;	6.237911239322422;	0.9888824895951069;
-2212;	0.938;	-1;	2.870094400665633;	0.9505246749786382;
-2212;	0.938;	-1;	1.369615840283844;	0.8250560778998668;
-2212;	0.938;	-1;	5.4955747798485834;	0.9857444249684832;
-2212;	0.938;	-1;	7.200881717479395;	0.9916223932035405;
-2212;	0.938;	-1;	3.329809999755115;	0.9625385292233298;
-2212;	0.938;	-1;	11.89776485181019;	0.9969066707328442;
-2212;	0.938;	-1;	6.701590505949166;	0.9903462644033157;
-2212;	0.938;	-1;	6.396064134488412;	0.9894168999357542;
-2212;	0.938;	-1;	5.384134903858279;	0.9851614054986272;
-2212;	0.938;	-1;	2.952501689451337;	0.953059277585433;
-2212;	0.938;	-1;	2.2186889683272417;	0.921067940171103;
-2212;	0.938;	-1;	10.09264796929111;	0.9957089552256633;
-2212;	0.938;	-1;	6.385736830738016;	0.9893831849637258;
-2212;	0.938;	-1;	0.44769826677908864;	0.43074247570824253;
-2212;	0.938;	-1;	26.73635643010775;	0.9993851480530633;
-2212;	0.938;	-1;	9.314755439606774;	0.9949679491362511;
-2212;	0.938;	-1;	5.270556440910675;	0.9845299072204879;
-2212;	0.938;	-1;	4.897521504556054;	0.9821486445762609;
-2212;	0.938;	-1;	4.31386149358194;	0.9771667695831157;
-2212;	0.938;	-1;	22.06758184552508;	0.9990978511865733;
-2212;	0.938;	-1;	4.174991193505682;	0.9756784249997;
-2212;	0.938;	-1;	7.9204263004667235;	0.9930603210654266;
-2212;	0.938;	-1;	0.6984734473220868;	0.5972456890782338;
-2212;	0.938;	-1;	3.0059884383919377;	0.9546038835516961;
-2212;	0.938;	-1;	5.617904450795153;	0.986345976699069;
