# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=49078
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	3.171084374789167;	0.9589281993274035;
-2212;	0.938;	-1;	2.604864575918103;	0.9408587743197335;
-2212;	0.938;	-1;	1.5533083641041787;	0.8560270270673864;
-2212;	0.938;	-1;	1.418976993486043;	0.8342104779986087;
-2212;	0.938;	-1;	0.6766356616732523;	0.5850308874106007;
-2212;	0.938;	-1;	0.7355444326464854;	0.6170662583511426;
-2212;	0.938;	-1;	0.5176768736902678;	0.4831915663210925;
-2212;	0.938;	-1;	0.7930750295499166;	0.6456493393413053;
-2212;	0.938;	-1;	1.091154286482897;	0.7583200954076598;
-2212;	0.938;	-1;	0.9912248857509581;	0.7263385974452812;
-2212;	0.938;	-1;	0.9885906733249105;	0.7254247557837813;
-2212;	0.938;	-1;	0.7657751203780389;	0.6324066382234548;
-2212;	0.938;	-1;	1.0340612841515198;	0.7406725310139727;
-2212;	0.938;	-1;	1.2888193308625533;	0.8085340559357185;
-2212;	0.938;	-1;	0.7187357598447985;	0.6082196278643723;
-2212;	0.938;	-1;	0.9209133796470762;	0.7005776556868331;
-2212;	0.938;	-1;	0.8586105166377827;	0.6752019236780072;
-2212;	0.938;	-1;	0.6773117974214313;	0.5854152034496918;
-2212;	0.938;	-1;	1.6126615164330051;	0.8644125880962333;
-2212;	0.938;	-1;	0.6973259806562853;	0.5966139512797791;
-2212;	0.938;	-1;	0.8621879260487543;	0.6767282582706816;
-2212;	0.938;	-1;	1.8536221922560163;	0.8922624494807779;
-2212;	0.938;	-1;	1.329298754204637;	0.8170629900102248;
-2212;	0.938;	-1;	2.3424354726438037;	0.9283364379510977;
-2212;	0.938;	-1;	0.940034459931656;	0.7078723690389394;
-2212;	0.938;	-1;	1.943176955462626;	0.9005671362680796;
-2212;	0.938;	-1;	0.8005083652130064;	0.6491576061717353;
-2212;	0.938;	-1;	0.8328910317466505;	0.6639688564135353;
-2212;	0.938;	-1;	3.65699405761754;	0.9686441576727467;
-2212;	0.938;	-1;	2.2211618981868475;	0.9212233890217315;
-2212;	0.938;	-1;	0.9583793005303276;	0.7146643865892248;
-2212;	0.938;	-1;	1.5312783947146906;	0.8527315990055107;
-2212;	0.938;	-1;	0.10375501913358215;	0.10994248517938003;
-2212;	0.938;	-1;	1.378885148847793;	0.8268266427397243;
-2212;	0.938;	-1;	0.6727858247886097;	0.5828351106465272;
-2212;	0.938;	-1;	1.4079399864340811;	0.8322212141727067;
-2212;	0.938;	-1;	0.3432438897041723;	0.3436461278840876;
-2212;	0.938;	-1;	1.3915791959777208;	0.8292121240469863;
-2212;	0.938;	-1;	1.7784451197846958;	0.8845127908553986;
-2212;	0.938;	-1;	1.3681068316779945;	0.8247655149588042;
-2212;	0.938;	-1;	1.3527647051498684;	0.8217738823799334;
-2212;	0.938;	-1;	2.074459211579008;	0.9111814472018568;
-2212;	0.938;	-1;	0.898135836785845;	0.6915918796416044;
-2212;	0.938;	-1;	1.2116761374269942;	0.7907464039639566;
-2212;	0.938;	-1;	1.7746201040795773;	0.8840977155269675;
-2212;	0.938;	-1;	0.8611426971983214;	0.676283201001059;
-2212;	0.938;	-1;	0.6615916546329766;	0.5763773087300267;
-2212;	0.938;	-1;	0.8891122930277142;	0.6879406416844192;
-2212;	0.938;	-1;	2.065839069129297;	0.9105353892132693;
-2212;	0.938;	-1;	2.465790397799134;	0.9346577019593295;
-2212;	0.938;	-1;	0.9899404938502163;	0.7258935058154026;
-2212;	0.938;	-1;	0.8400534134267892;	0.6671433434075973;
-2212;	0.938;	-1;	1.6802400221367184;	0.8731553228186993;
-2212;	0.938;	-1;	0.5317374886675191;	0.4931558857956731;
-2212;	0.938;	-1;	0.6687161929163149;	0.5805000088219728;
-2212;	0.938;	-1;	0.9780234935751798;	0.7217199745354539;
-2212;	0.938;	-1;	0.38791879335384105;	0.38216745779841416;
-2212;	0.938;	-1;	1.1537681594783245;	0.7759285401375823;
-2212;	0.938;	-1;	2.3874986106230955;	0.9307443132490322;
-2212;	0.938;	-1;	1.7070965848035664;	0.8764116221903955;
-2212;	0.938;	-1;	1.7814561363752406;	0.8848380634262379;
-2212;	0.938;	-1;	2.1643483224171662;	0.9175377258160916;
-2212;	0.938;	-1;	0.3468643341394442;	0.34683678489554903;
-2212;	0.938;	-1;	1.8763402780583271;	0.8944596310546742;
-2212;	0.938;	-1;	1.3854974136345402;	0.8280748375932616;
-2212;	0.938;	-1;	0.8005285038597938;	0.6491670550854224;
-2212;	0.938;	-1;	1.0299473228771119;	0.7393380004462375;
-2212;	0.938;	-1;	1.7162115727252276;	0.8774901850109799;
-2212;	0.938;	-1;	0.8459753897661563;	0.669740907269191;
-2212;	0.938;	-1;	1.3450752559262251;	0.8202484398959662;
-2212;	0.938;	-1;	1.540585687144016;	0.8541364500552642;
-2212;	0.938;	-1;	1.7803873725403134;	0.8847227554159779;
-2212;	0.938;	-1;	0.8369854761207269;	0.6657880038637928;
-2212;	0.938;	-1;	0.6981392552736165;	0.5970618142257178;
-2212;	0.938;	-1;	2.658191419296963;	0.9430109525130631;
-2212;	0.938;	-1;	1.1066699321613467;	0.7628465970940367;
-2212;	0.938;	-1;	1.4036789972589887;	0.8314445259278299;
-2212;	0.938;	-1;	0.9321849001255063;	0.7049047158517284;
-2212;	0.938;	-1;	1.132807591893257;	0.7702259550769974;
-2212;	0.938;	-1;	1.0749385597832277;	0.7534691722085497;
-2212;	0.938;	-1;	1.0436837171959712;	0.7437600536118956;
-2212;	0.938;	-1;	1.343956328710126;	0.8200249958981254;
-2212;	0.938;	-1;	0.2206697239329401;	0.2290037780274249;
-2212;	0.938;	-1;	1.1732557876682306;	0.781065120672442;
-2212;	0.938;	-1;	1.0398003887732685;	0.7425197062526572;
-2212;	0.938;	-1;	1.2866817376849644;	0.8080689453789558;
-2212;	0.938;	-1;	2.4000876650857754;	0.931396079863765;
-2212;	0.938;	-1;	1.0326428142208708;	0.7402133794820211;
-2212;	0.938;	-1;	0.9121631986109997;	0.6971643393174799;
-2212;	0.938;	-1;	1.6274654374025888;	0.8663980520739349;
-2212;	0.938;	-1;	2.1633401439637274;	0.917470103673215;
-2212;	0.938;	-1;	1.3550614851149043;	0.8222261221138094;
-2212;	0.938;	-1;	1.8057589303694446;	0.8874167953285881;
-2212;	0.938;	-1;	0.7817484901360539;	0.6402239459869119;
-2212;	0.938;	-1;	2.014923870652189;	0.906578928316654;
-2212;	0.938;	-1;	0.9628799500859699;	0.7163005004439953;
-2212;	0.938;	-1;	2.1196224463863844;	0.9144595618924378;
-2212;	0.938;	-1;	1.1489317151516403;	0.7746293072675868;
-2212;	0.938;	-1;	1.1599780593321583;	0.7775823718063745;
-2212;	0.938;	-1;	2.4236092687471302;	0.9325902908370179;
-2212;	0.938;	-1;	1.5020301270843406;	0.8481933730160176;
-2212;	0.938;	-1;	2.008840502923266;	0.9060895900021984;
-2212;	0.938;	-1;	1.1009048093445681;	0.7611776272713581;
-2212;	0.938;	-1;	2.4323458639118325;	0.9330261977646834;
-2212;	0.938;	-1;	1.96265875751772;	0.9022527994184253;
-2212;	0.938;	-1;	0.6412722294345826;	0.5643738116843693;
-2212;	0.938;	-1;	2.022237534693934;	0.9071624287375096;
-2212;	0.938;	-1;	0.6359730525506879;	0.5611829983181318;
-2212;	0.938;	-1;	1.3241382269202147;	0.8160044951858696;
-2212;	0.938;	-1;	0.6660376540511805;	0.5789552381620667;
-2212;	0.938;	-1;	1.9768337736633295;	0.9034538487532932;
-2212;	0.938;	-1;	2.372445010072098;	0.92995313115058;
-2212;	0.938;	-1;	1.138701193665607;	0.7718483777731283;
-2212;	0.938;	-1;	1.278555625524756;	0.8062869305541877;
-2212;	0.938;	-1;	1.7813082405223977;	0.8848221167562483;
-2212;	0.938;	-1;	1.801318305753872;	0.8869517276647091;
-2212;	0.938;	-1;	2.506151068380555;	0.9365509566168589;
-2212;	0.938;	-1;	2.2097761077579783;	0.9205040005326981;
-2212;	0.938;	-1;	1.639473362675344;	0.8679789075073441;
-2212;	0.938;	-1;	1.0230343531494923;	0.7370757163828455;
-2212;	0.938;	-1;	0.8950825690186353;	0.6903623081774132;
-2212;	0.938;	-1;	1.0996003849736549;	0.7607978922614748;
-2212;	0.938;	-1;	0.5637417189516489;	0.5151283442670935;
-2212;	0.938;	-1;	1.2220687623052517;	0.7932675407263579;
-2212;	0.938;	-1;	2.7206984525727944;	0.9453913863749993;
-2212;	0.938;	-1;	0.8839937638343384;	0.6858459996844156;
-2212;	0.938;	-1;	1.3742833592836667;	0.8259506928127727;
-2212;	0.938;	-1;	1.284825818844718;	0.8076638938308459;
-2212;	0.938;	-1;	1.4677678482529177;	0.8426286811390332;
-2212;	0.938;	-1;	0.45110071146029024;	0.43340304084772063;
-2212;	0.938;	-1;	2.6421037829996386;	0.9423738553762254;
-2212;	0.938;	-1;	2.0528024956154454;	0.9095454975807836;
-2212;	0.938;	-1;	1.0052252820766099;	0.7311315475474256;
-2212;	0.938;	-1;	1.9617082347619894;	0.9021715022528608;
-2212;	0.938;	-1;	0.6318598420776399;	0.5586889178690321;
-2212;	0.938;	-1;	3.8623693027727164;	0.9717539332111873;
-2212;	0.938;	-1;	2.819783411847442;	0.9488777344287954;
-2212;	0.938;	-1;	1.768671908321043;	0.8834480580625523;
-2212;	0.938;	-1;	1.1543544912551778;	0.7760853810442759;
-2212;	0.938;	-1;	0.7880707782547199;	0.6432642417705239;
-2212;	0.938;	-1;	1.690722739348025;	0.874440457293111;
-2212;	0.938;	-1;	1.7300845681324366;	0.8791065808143322;
-2212;	0.938;	-1;	0.8063956158617184;	0.6519071009021808;
-2212;	0.938;	-1;	1.5170623913109176;	0.8505495268271691;
-2212;	0.938;	-1;	1.5503637641821353;	0.8555924899488161;
-2212;	0.938;	-1;	1.5320790695678863;	0.8528531864770199;
-2212;	0.938;	-1;	1.1823126893110807;	0.7833996881370383;
-2212;	0.938;	-1;	2.899244119759923;	0.9514436289953436;
-2212;	0.938;	-1;	0.6642354529487265;	0.5779123485508794;
-2212;	0.938;	-1;	3.375783421924606;	0.9634971226274401;
-2212;	0.938;	-1;	1.486903834739826;	0.8457705474668697;
-2212;	0.938;	-1;	0.7424874785053618;	0.620653687373209;
-2212;	0.938;	-1;	2.0511309541082454;	0.9094174434459859;
-2212;	0.938;	-1;	1.6442949794212716;	0.8686063456467008;
-2212;	0.938;	-1;	0.7762987649970854;	0.6375788780277859;
-2212;	0.938;	-1;	2.382662757879058;	0.9304915670362179;
-2212;	0.938;	-1;	0.9153838736136878;	0.6984262334829074;
-2212;	0.938;	-1;	0.9891156863849698;	0.7256071963150793;
-2212;	0.938;	-1;	0.8037337505530049;	0.6506671101291014;
-2212;	0.938;	-1;	1.210467703460939;	0.7904506116037868;
-2212;	0.938;	-1;	1.449596643649881;	0.8395633679130176;
-2212;	0.938;	-1;	1.208009072856657;	0.7898470929545571;
-2212;	0.938;	-1;	2.2697050710162765;	0.924187687185899;
-2212;	0.938;	-1;	1.1323655943082163;	0.7701036731223836;
-2212;	0.938;	-1;	0.6466985636044353;	0.5676151852064006;
-2212;	0.938;	-1;	0.5803206190770753;	0.5261277829545593;
-2212;	0.938;	-1;	3.05392774281056;	0.955925827024434;
-2212;	0.938;	-1;	1.7750846349687104;	0.8841482364893927;
-2212;	0.938;	-1;	1.1383439275404643;	0.7717504544938523;
-2212;	0.938;	-1;	1.2254892063259513;	0.7940884850477627;
-2212;	0.938;	-1;	0.7115574570848092;	0.6043709820787683;
-2212;	0.938;	-1;	0.3350348983389641;	0.3363674704812995;
-2212;	0.938;	-1;	1.6168339261476423;	0.8649763139553873;
-2212;	0.938;	-1;	1.7267467024766545;	0.878720419161707;
-2212;	0.938;	-1;	2.183509498750177;	0.9188079536050242;
-2212;	0.938;	-1;	1.5471399075843142;	0.8551146595372421;
-2212;	0.938;	-1;	2.4873581555709285;	0.935679446964838;
-2212;	0.938;	-1;	3.433877020273149;	0.9646576253010605;
-2212;	0.938;	-1;	0.7712514037854323;	0.6351088188570169;
-2212;	0.938;	-1;	1.1182642935987896;	0.7661574999866276;
-2212;	0.938;	-1;	1.0652146711085986;	0.7504999523605693;
-2212;	0.938;	-1;	2.3715941311634667;	0.9299080214190952;
-2212;	0.938;	-1;	0.6306726456744417;	0.5579662176787368;
-2212;	0.938;	-1;	1.647786261354609;	0.8690580742698779;
